,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,AgeGroup,CustomerType,CreditScoreCategory,BalanceCategory,CustomerSegment
0,15634602,Hargrave,619,France,Female,42,2,101348.88,0.0,1,1,1,1,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
40,15585768,Cameron,582,Germany,Male,41,6,178074.04,70349.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
41,15619360,Hsiao,472,Spain,Male,40,4,70154.22,0.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
42,15738148,Clarke,465,France,Female,51,8,181297.65,122522.0,1,0,0,1,Older Adult (51+),Long Term,Low,High Balance,Low | High Balance | Older Adult (51+) | Long Term
43,15687946,Osborne,556,France,Female,61,2,94153.83,117419.0,1,1,1,0,Older Adult (51+),Short Term,Low,High Balance,Low | High Balance | Older Adult (51+) | Short Term
44,15755196,Lavine,834,France,Female,49,2,194365.76,131395.0,1,0,0,1,Mid-Life Adult (31-50),Short Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Short Term
45,15684171,Bianchi,660,Spain,Female,61,5,158338.39,155931.0,1,1,1,0,Older Adult (51+),Long Term,Medium,High Balance,Medium | High Balance | Older Adult (51+) | Long Term
46,15754849,Tyler,776,Germany,Female,32,4,126517.46,109421.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
47,15602280,Martin,829,Germany,Female,27,9,119708.21,112046.0,1,1,1,1,Young Adult (18-30),Long Term,High,High Balance,High | High Balance | Young Adult (18-30) | Long Term
48,15771573,Okagbue,637,Germany,Female,39,9,117622.8,137844.0,1,1,1,1,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
49,15766205,Yin,550,Germany,Male,38,2,90878.13,103391.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Short Term
50,15771873,Buccho,776,Germany,Female,37,2,194099.12,103769.0,2,0,0,0,Mid-Life Adult (31-50),Short Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Short Term
51,15616550,Chidiebele,698,Germany,Male,44,10,198059.16,116363.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
52,15768193,Trevisani,585,Germany,Male,36,5,86424.57,146051.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
53,15683553,O'Brien,788,France,Female,33,5,116978.19,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
54,15702298,Parkhill,655,Germany,Male,41,8,164040.94,125562.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
55,15569590,Yoo,601,Germany,Male,42,1,40014.76,98496.0,1,0,0,1,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
56,15760861,Phillipps,619,French,Male,43,1,113410.49,125212.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
57,15630053,Tsao,656,France,Male,45,5,87107.57,127864.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
58,15647091,Endrizzi,725,Germany,Male,19,0,45613.75,75888.0,1,0,0,0,Young Adult (18-30),Short Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Short Term
59,15623944,T'ien,511,Spain,Female,66,4,1643.11,0.0,1,0,0,1,Older Adult (51+),Long Term,Low,Low Balance,Low | Low Balance | Older Adult (51+) | Long Term
60,15804771,Velazquez,614,France,Male,51,4,46775.28,40686.0,1,1,1,0,Older Adult (51+),Long Term,Medium,Low Balance,Medium | Low Balance | Older Adult (51+) | Long Term
61,15651280,Hunter,742,Germany,Male,35,5,84509.57,136857.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
62,15773469,Clark,687,Germany,Female,27,9,126494.82,152329.0,2,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
63,15702014,Jeffrey,555,Spain,Male,33,1,178798.13,56085.0,2,0,0,0,Mid-Life Adult (31-50),Short Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Short Term
64,15751208,Pirozzi,684,Spain,Male,56,8,99398.36,78707.0,1,1,1,0,Older Adult (51+),Long Term,Medium,Low Balance,Medium | Low Balance | Older Adult (51+) | Long Term
65,15592461,Jackson,603,Germany,Male,26,4,92840.67,109166.0,1,1,1,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
66,15789484,Hammond,751,Germany,Female,36,6,27758.36,169831.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
67,15696061,Brownless,581,Germany,Female,34,1,110431.51,101633.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Short Term
68,15641582,Chibugo,735,Germany,Male,43,10,196673.28,123180.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
69,15638424,Glauert,661,Germany,Female,35,5,113656.85,150726.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
70,15755648,Pisano,675,France,Female,21,8,18203.0,98373.0,1,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
71,15703793,Konovalova,738,Germany,Male,58,2,28373.86,133745.0,4,0,0,1,Older Adult (51+),Short Term,High,High Balance,High | High Balance | Older Adult (51+) | Short Term
72,15620344,McKee,813,France,Male,29,6,33953.87,0.0,1,0,0,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
73,15812518,Palermo,657,Spain,Female,37,0,44203.55,163607.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
74,15779052,Ballard,604,Germany,Female,25,5,58426.81,157781.0,2,1,1,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
75,15770811,Wallace,519,France,Male,36,9,145562.4,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
76,15780961,Cavenagh,735,France,Female,21,1,22388.0,178718.0,2,0,0,0,Young Adult (18-30),Short Term,High,High Balance,High | High Balance | Young Adult (18-30) | Short Term
77,15614049,Hu,664,France,Male,55,8,139161.64,0.0,2,1,1,0,Older Adult (51+),Long Term,Medium,Low Balance,Medium | Low Balance | Older Adult (51+) | Long Term
78,15662085,Read,678,France,Female,32,9,148210.64,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
79,15575185,Bushell,757,Spain,Male,33,5,194239.63,77253.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
80,15803136,Postle,416,Germany,Female,41,10,98301.61,122190.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
81,15706021,Buley,665,France,Female,34,1,171413.66,96646.0,2,0,0,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
82,15663706,Leonard,777,France,Female,32,2,136458.19,0.0,1,0,0,1,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
83,15641732,Mills,543,France,Female,36,3,26019.59,0.0,2,0,0,0,Mid-Life Adult (31-50),Short Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Short Term
84,15701164,Onyeorulu,506,France,Female,34,4,159235.29,90308.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
85,15738751,Beit,493,France,Female,46,4,1907.66,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
86,15805254,Ndukaku,652,Spain,Female,75,10,114675.75,0.0,2,1,1,0,Older Adult (51+),Long Term,Medium,Low Balance,Medium | Low Balance | Older Adult (51+) | Long Term
87,15762418,Gant,750,Spain,Male,22,3,128643.35,121682.0,1,0,0,1,Young Adult (18-30),Short Term,High,High Balance,High | High Balance | Young Adult (18-30) | Short Term
88,15625759,Rowley,729,France,Male,30,9,151869.35,0.0,2,0,0,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
89,15622897,Sharpe,646,French,Female,46,4,93251.42,0.0,3,0,0,1,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
90,15767954,Osborne,635,Germany,Female,28,3,156791.36,81624.0,2,1,1,0,Young Adult (18-30),Short Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Short Term
91,15757535,Heap,647,Spain,Female,44,5,174205.22,0.0,3,1,1,1,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
92,15731511,Ritchie,808,France,Male,45,7,147132.46,118627.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
93,15809248,Cole,524,France,Female,36,10,109614.57,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
94,15640635,Capon,769,France,Male,29,8,172290.61,0.0,2,1,1,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
95,15676966,Capon,730,Spain,Male,42,4,85982.47,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
96,15699461,Fiorentini,515,Spain,Male,35,10,121277.78,176274.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
97,15738721,Graham,773,Spain,Male,41,9,64595.25,102827.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
98,15693683,Yuille,814,Germany,Male,29,8,197276.13,97086.0,2,1,1,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
99,15604348,Allard,710,Spain,Male,22,8,99645.04,0.0,2,0,0,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
100,15633059,Fanucci,413,France,Male,34,9,6534.18,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
101,15808582,Fu,665,France,Female,40,6,161848.03,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
102,15743192,Hung,623,French,Female,44,6,167162.43,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
103,15580146,Hung,738,France,Male,31,9,41970.72,82674.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
104,15776605,Bradley,528,Spain,Male,36,7,60536.56,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
105,15804919,Dunbabin,670,Spain,Female,65,1,177655.68,0.0,1,1,1,1,Older Adult (51+),Short Term,Medium,Low Balance,Medium | Low Balance | Older Adult (51+) | Short Term
106,15613854,Mauldon,622,Spain,Female,46,4,30984.59,107073.0,2,1,1,1,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
107,15599195,Stiger,582,Germany,Male,32,1,10054.53,88939.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Short Term
108,15812878,Parsons,785,Germany,Female,36,2,36976.52,99807.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Short Term
109,15602312,Walkom,605,Spain,Male,33,5,71862.79,150093.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
110,15744689,T'ang,479,Germany,Male,35,9,99449.86,92834.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
111,15803526,Eremenko,685,Germany,Male,30,3,63082.88,90537.0,1,1,1,0,Young Adult (18-30),Short Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Short Term
112,15665790,Rowntree,538,Germany,Male,39,7,27231.26,108055.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
113,15715951,Thorpe,562,France,Male,42,2,86797.41,100238.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Short Term
114,15591100,Chiemela,675,Spain,Male,36,9,22994.32,106191.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
115,15609618,Fanucci,721,Germany,Male,28,9,101300.94,154476.0,2,1,1,1,Young Adult (18-30),Long Term,High,High Balance,High | High Balance | Young Adult (18-30) | Long Term
116,15675522,Ko,628,Germany,Female,30,9,74169.13,132351.0,2,1,1,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
117,15705512,Welch,668,Germany,Female,37,6,115638.29,167864.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
118,15698028,Duncan,506,France,Female,41,1,31766.3,0.0,2,0,0,0,Mid-Life Adult (31-50),Short Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Short Term
119,15661670,Chidozie,524,Germany,Female,31,8,199725.39,107819.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
120,15600781,Wu,699,Germany,Male,34,4,120834.48,185174.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
121,15682472,Culbreth,828,French,Male,34,8,38131.77,129433.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
122,15580203,Unknown,674,Spain,Male,37,6,,120193.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
123,15690673,Cameron,656,French,Female,39,6,141069.88,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
124,15760085,Calabresi,684,Germany,Female,48,10,198129.36,126384.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
125,15779659,Zetticci,625,France,Female,28,3,183646.41,0.0,1,0,0,0,Young Adult (18-30),Short Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Short Term
126,15627360,Fuller,432,France,Male,42,9,110265.24,152603.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
127,15671137,MacDonald,549,France,Female,52,1,8636.05,0.0,1,1,1,1,Older Adult (51+),Short Term,Low,Low Balance,Low | Low Balance | Older Adult (51+) | Short Term
128,15782688,Piccio,625,Germany,Male,56,0,46824.08,148507.0,1,0,0,1,Older Adult (51+),Short Term,Medium,High Balance,Medium | High Balance | Older Adult (51+) | Short Term
129,15575492,Kennedy,828,France,Female,41,7,171378.77,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
130,15591607,Fernie,770,France,Male,24,9,167256.35,101827.0,1,0,0,0,Young Adult (18-30),Long Term,High,High Balance,High | High Balance | Young Adult (18-30) | Long Term
131,15740404,He,758,France,Female,34,3,124226.16,0.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,114935.21,130862.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
133,15677871,Cocci,687,France,Male,38,9,35608.88,122571.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
134,15642004,Alekseeva,686,French,Male,25,1,16459.37,0.0,2,1,1,0,Young Adult (18-30),Short Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Short Term
135,15712543,Chinweike,789,Germany,Male,39,7,124411.08,124828.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
136,15584518,Arthur,589,Germany,Female,50,5,34941.23,144895.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
137,15802381,Li,461,Germany,Female,34,5,167784.28,63664.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
138,15610156,Ma,637,France,Male,40,2,93165.34,133463.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
139,15594408,Chia,584,Spain,Female,48,2,75161.25,213146.0,1,0,0,1,Mid-Life Adult (31-50),Short Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Short Term
140,15640905,Vasin,579,Spain,Female,35,1,8590.83,129490.0,2,1,1,1,Mid-Life Adult (31-50),Short Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Short Term
141,15698932,Groves,756,Germany,Male,44,10,189543.9,137452.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
142,15724944,Tien,663,France,Male,34,7,180427.24,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
143,15628145,Forwood,682,France,Female,43,5,193318.33,125852.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
